scenario_id,model,basis,history_window_years,scheduled_fits,successful_fits,conditional_mpe_pct,conditional_mape_pct
long_shock_no_break,regularized_poisson_break_interaction,ceded,7.0,50.0,0.0,,
long_shock_no_break,regularized_tweedie,ceded,7.0,50.0,0.0,,
long_shock_no_break,chain_ladder,ceded,5.0,50.0,0.0,,
long_shock_no_break,inflation_adjusted_chain_ladder,ceded,5.0,50.0,0.0,,
long_shock_no_break,cashflow_uplift,ceded,5.0,50.0,0.0,,
long_shock_no_break,regularized_poisson,ceded,5.0,50.0,0.0,,
long_shock_no_break,regularized_poisson_break_interaction,ceded,5.0,50.0,0.0,,
long_shock_no_break,regularized_tweedie,ceded,5.0,50.0,0.0,,
long_stable_break,chain_ladder,gross,15.0,50.0,50.0,67.20071811638957,67.20071811638957
long_stable_break,inflation_adjusted_chain_ladder,gross,15.0,50.0,50.0,70.50361753064011,70.50361753064011
long_stable_break,cashflow_uplift,gross,15.0,50.0,50.0,67.20071811638957,67.20071811638957
long_stable_break,regularized_poisson,gross,15.0,50.0,50.0,55.23737064135223,55.23737064135223
long_stable_break,regularized_poisson_break_interaction,gross,15.0,50.0,50.0,44.788126344832136,44.788126344832136
long_stable_break,regularized_tweedie,gross,15.0,50.0,50.0,53.01396130653904,53.01396130653904
long_stable_break,chain_ladder,gross,10.0,50.0,0.0,,
long_stable_break,inflation_adjusted_chain_ladder,gross,10.0,50.0,0.0,,
long_stable_break,cashflow_uplift,gross,10.0,50.0,0.0,,
long_stable_break,regularized_poisson,gross,10.0,50.0,50.0,111.1171520415051,111.1171520415051
long_stable_break,regularized_poisson_break_interaction,gross,10.0,50.0,50.0,134.6577509257723,134.6577509257723
long_stable_break,regularized_tweedie,gross,10.0,50.0,50.0,105.99072477657806,105.99072477657806
long_stable_break,chain_ladder,gross,7.0,50.0,0.0,,
long_stable_break,inflation_adjusted_chain_ladder,gross,7.0,50.0,0.0,,
long_stable_break,cashflow_uplift,gross,7.0,50.0,0.0,,
long_stable_break,regularized_poisson,gross,7.0,50.0,0.0,,
long_stable_break,regularized_poisson_break_interaction,gross,7.0,50.0,0.0,,
long_stable_break,regularized_tweedie,gross,7.0,50.0,0.0,,
long_stable_break,chain_ladder,gross,5.0,50.0,0.0,,
long_stable_break,inflation_adjusted_chain_ladder,gross,5.0,50.0,0.0,,
long_stable_break,cashflow_uplift,gross,5.0,50.0,0.0,,
long_stable_break,regularized_poisson,gross,5.0,50.0,0.0,,
